,SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
2168,1676112,17000,1453067,5063,132,1.0,1981,,,1989-03-16,T500M,T500,M,,,,Motorgrader - 200.0 + Horsepower,Florida,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,Sideshift & Tip,"17.5""",,,,,,,,,,,,,,,
2169,1676266,26000,1362290,8636,132,1.0,1995,,,2003-09-30,850,850,,,,,Motorgrader - 145.0 to 170.0 Horsepower,Colorado,MG,Motor Graders,All Wheel Drive,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,Yes,Yes,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
2170,1676715,8500,1294617,5047,132,1.0,1000,,,1999-03-16,503A,503,A,,,,Motorgrader - 45.0 to 130.0 Horsepower,Texas,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,<12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
2171,1677202,10250,1361350,5063,132,4.0,1000,,,1998-10-29,T500M,T500,M,,,,Motorgrader - 200.0 + Horsepower,South Carolina,MG,Motor Graders,No,OROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
2172,1678285,15500,1170896,11580,132,2.0,1000,,,2006-02-09,GT3300,GT3300,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2173,1678377,8500,1465660,11628,132,2.0,1000,,,1998-08-29,EX50URG,EX50,URG,,,Mini,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",New Jersey,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2174,1678570,13500,1283105,22992,132,2.0,1000,,,2005-01-30,EX60UR,EX60,UR,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,18 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2175,1678643,8000,1139776,15080,132,1.0,1000,,,2006-09-20,EX30,EX30,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2176,1678670,73500,1522090,11600,132,2.0,1000,,,1999-04-24,EX220LC,EX220,,,LC,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Ohio,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2177,1678672,11500,1488904,8724,132,1.0,1000,,,2006-09-20,EX60,EX60,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2178,1678904,11000,1441624,8724,132,11.0,1990,,,1998-05-28,EX60,EX60,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Mississippi,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,18 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2179,1678913,51000,1483075,11608,132,3.0,2000,,,2006-12-07,EX270LC5,EX270,,LC,5,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
2180,1679023,12400,1440861,8724,132,13.0,1000,,,2005-01-29,EX60,EX60,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2181,1679033,14500,1340669,8724,132,1.0,1000,,,2006-02-24,EX60,EX60,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2182,1679099,16500,1164272,8724,132,1.0,1990,,,2000-03-22,EX60,EX60,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
2183,1679629,11500,1311426,11628,132,10.0,1000,,,2006-09-06,EX50URG,EX50,URG,,,Mini,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Louisiana,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2184,1679660,8500,1482091,11628,132,2.0,1990,,,1999-06-03,EX50URG,EX50,URG,,,Mini,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2185,1679892,24000,1489330,11638,132,4.0,1000,,,2007-02-12,EX75UR,EX75,UR,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2186,1680010,13000,1327248,15148,132,4.0,1996,,,2004-02-09,EX60-3,EX60,,-3,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
2187,1681074,24000,1349849,11585,132,1.0,1993,,,2003-09-24,EX100-2,EX100,,-2,,Small,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",Maryland,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2188,1681084,27500,1472133,11587,132,1.0,1000,,,2004-04-06,EX120-2,EX120,,-2,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Maryland,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2189,1681225,22500,1318634,11587,132,1.0,1000,,,2005-06-21,EX120-2,EX120,,-2,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",New Mexico,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"8' 6""",None or Unspecified,None or Unspecified,Double,,,,,
2190,1681394,44000,1272835,11587,132,11.0,1991,,,1997-05-29,EX120-2,EX120,,-2,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Mississippi,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2191,1681416,21000,1426274,11587,132,1.0,1000,,,2002-12-04,EX120-2,EX120,,-2,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2192,1681524,21250,1186625,11587,132,7.0,1000,,,2005-10-19,EX120-2,EX120,,-2,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",South Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,"8' 6""",None or Unspecified,None or Unspecified,Triple,,,,,
2193,1682087,18500,1501446,8714,132,7.0,1995,,,2003-04-16,EX150,EX150,,,,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",South Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2194,1682115,29000,1218628,8714,132,1.0,1990,,,2007-04-11,EX150,EX150,,,,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Ohio,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2195,1682208,29500,1104427,8714,132,27.0,1000,,,2006-07-21,EX150,EX150,,,,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",North Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"10' 2""",None or Unspecified,None or Unspecified,Double,,,,,
2196,1682529,21000,1135331,15044,132,2.0,1000,,,1999-10-16,EX200LC3,EX200,,LC,3,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",New York,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2197,1682537,51000,1166225,8717,132,1.0,1988,,,1990-10-30,EX200,EX200,,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Maryland,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2198,1682591,30000,1133866,1989,132,1.0,1000,,,2000-03-22,EX200LC,EX200,,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
2199,1682629,14500,1119782,1989,132,1.0,1990,,,2001-12-11,EX200LC,EX200,,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,
2200,1682777,29000,1401383,8717,132,1.0,1987,,,1993-04-16,EX200,EX200,,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2201,1683316,31000,1410312,11595,132,4.0,1992,,,2001-02-17,EX200LC2,EX200,,LC,2,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2202,1683471,39500,1295872,11595,132,2.0,1993,,,2000-03-25,EX200LC2,EX200,,LC,2,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Illinois,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2203,1683611,43500,1333168,8717,132,2.0,1996,,,2000-02-07,EX200,EX200,,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2204,1683891,37500,1355166,15044,132,1.0,1995,,,2001-11-07,EX200LC3,EX200,,LC,3,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",New Mexico,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",Hydraulic,None or Unspecified,Double,,,,,
2205,1683901,26000,1093644,11594,132,1.0,1996,,,2004-06-30,EX200-3,EX200,,-3,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",California,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2206,1683965,36000,1481402,11594,132,1.0,1995,,,2004-06-15,EX200-3,EX200,,-3,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Wyoming,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,
2207,1684131,32500,1268484,11596,132,1.0,2000,,,2010-03-04,EX200LC5,EX200,,LC,5,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,
2208,1684324,48000,1178103,11596,132,1.0,1999,,,2006-03-21,EX200LC5,EX200,,LC,5,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Minnesota,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,
2209,1684657,14000,1464008,8724,132,7.0,1000,,,2004-09-01,EX60,EX60,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Alabama,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2210,1684755,47500,1497819,1990,132,1.0,1992,,,1997-12-15,EX270LC,EX270,,,LC,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Missouri,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2211,1684773,37000,1277498,1990,132,1.0,1993,,,2001-03-27,EX270LC,EX270,,,LC,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",North Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2212,1684960,27500,1522371,1990,132,1.0,1990,,,2007-03-19,EX270LC,EX270,,,LC,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2213,1684966,23000,1208925,1990,132,2.0,1990,,,2000-11-18,EX270LC,EX270,,,LC,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Ohio,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2214,1685253,51000,1345159,8720,132,11.0,1000,,,2000-09-06,EX300,EX300,,,,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Mississippi,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
2215,1685566,25000,1079935,11608,132,1.0,1999,,,2008-06-24,EX270LC5,EX270,,LC,5,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",North Carolina,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"10' 6""",None or Unspecified,None or Unspecified,Double,,,,,
2216,1685762,70000,1289615,1992,132,11.0,1000,,,2000-03-21,EX300LC,EX300,,,LC,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Mississippi,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2217,1685913,71000,1444714,1991,132,1.0,1995,,,1999-04-08,EX300-3LC,EX300,,-3LC,,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2218,1686058,57000,1417664,1991,132,1.0,1996,,,2002-02-19,EX300-3LC,EX300,,-3LC,,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2219,1686692,37000,876924,22971,132,1.0,1991,,,2004-06-23,EX400LC,EX400,,,LC,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
2220,1686754,16000,1494045,22971,132,1.0,1994,,,2007-04-05,EX400LC,EX400,,,LC,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Colorado,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"11' 0""",None or Unspecified,None or Unspecified,Double,,,,,
2221,1687205,36000,1438980,11626,132,5.0,2000,,,2010-04-08,EX450LC,EX450,,,LC,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Connecticut,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,34 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2222,1687427,76000,1108216,8725,132,1.0,1995,,,2002-10-03,EX700,EX700,,,,Large / Medium,"Hydraulic Excavator, Track - 50.0 to 66.0 Metric Tons",Maryland,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,
2223,1687497,34000,1161489,15159,132,1.0,1993,,,2010-08-17,EX700H,EX700,H,,,Large / Medium,"Hydraulic Excavator, Track - 66.0 to 90.0 Metric Tons",Utah,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,36 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2224,1687587,13500,1389856,11635,132,2.0,1000,,,2006-08-26,EX60URG,EX60,URG,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Ohio,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
2225,1687964,7500,1151933,15050,132,17.0,1000,,,2002-06-20,EX22,EX22,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2226,1688653,13000,1126303,15103,132,5.0,1000,,,2006-06-16,EX35U,EX35,U,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Connecticut,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2227,1688743,29000,1123354,15149,132,2.0,1997,,,2000-02-07,EX60-5,EX60,,-5,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,18 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2228,1689845,10500,1277283,22982,132,2.0,1996,,,2007-02-04,EX55UR,EX55,UR,,,Mini,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2229,1689920,12500,1443854,11635,132,2.0,1000,,,2007-11-03,EX60URG,EX60,URG,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",New York,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,18 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2230,1690313,42000,1182166,15261,132,1.0,2007,5025.0,High,2009-11-11,ZX200LC,ZX200,,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Connecticut,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,
2231,1690465,25000,1543363,11587,132,2.0,1000,,,2005-01-30,EX120-2,EX120,,-2,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,20 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2232,1690540,21250,1263472,8713,132,7.0,1000,,,2005-10-19,EX120,EX120,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",South Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,20 inch,"8' 2""",None or Unspecified,None or Unspecified,Triple,,,,,
2233,1690908,24000,1174013,11586,132,12.0,1995,,,2004-01-22,EX100-3,EX100,,-3,,Small,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",South Carolina,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2234,1691142,23000,1241048,15148,132,2.0,1000,,,1999-06-05,EX60-3,EX60,,-3,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2235,1691244,21000,1544949,15148,132,2.0,1996,,,2004-02-01,EX60-3,EX60,,-3,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2236,1691326,20000,1181418,15191,132,10.0,1000,,,2008-05-20,LX70,LX70,,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Louisiana,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
2237,1691706,38500,1334423,2797,132,2.0,1997,,,2002-11-02,EX120-5,EX120,,-5,,Small,"Hydraulic Excavator, Track - 8.0 to 11.0 Metric Tons",New York,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,20 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2238,1691794,70000,1250846,15117,132,8.0,1995,,,2004-09-22,EX400LC3,EX400,,LC,3,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Mississippi,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2239,1691840,9250,1432001,22982,132,4.0,1000,,,2005-02-10,EX55UR,EX55,UR,,,Mini,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
2240,1692036,44000,1435820,15246,132,1.0,2002,,,2008-06-19,ZX120,ZX120,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Illinois,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"8' 6""",Manual,None or Unspecified,Double,,,,,
2241,1692092,57000,1196370,15246,132,1.0,2004,1799.0,Medium,2007-04-05,ZX120,ZX120,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Maryland,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
